0.000000000000000000e+00,-1.055023369421787816e-01
2.999999999999999889e-01,6.193438431930981675e-02
5.999999999999999778e-01,-4.210678145626407798e-02
8.999999999999999112e-01,1.831002955745128502e-01
1.199999999999999956e+00,-4.631806646391284366e-02
1.500000000000000000e+00,5.509460219126362940e-02
1.799999999999999822e+00,-3.142593951603261243e-02
2.100000000000000089e+00,1.606567376249325718e-01
2.399999999999999911e+00,2.931689637805130408e-02
2.699999999999999734e+00,1.299168577829022952e-01
3.000000000000000000e+00,2.643099399995989529e-01
5.000000000000000000e+00,9.621469433753089273e-01
5.500000000000000000e+00,7.995092764817034459e-01
6.000000000000000000e+00,7.168192178877491605e-01
6.500000000000000000e+00,2.669212716639088878e-01
7.000000000000000000e+00,-4.041811771842310219e-02
7.500000000000000000e+00,1.848437171351422770e-01
8.000000000000000000e+00,1.061985456643866760e-01
8.500000000000000000e+00,7.305143429591907933e-02
9.000000000000000000e+00,-1.098891957227710325e-01
9.500000000000000000e+00,-1.897514655019251484e-02
1.000000000000000000e+01,1.056267577180396988e-01
